Date,Comment
20120530101832Z,"""The lowlife\xa0communist clown in our WH has devalued every award or medal this nation has ever\xa0bestowed on our\xa0american patriots,by presenting them to low life commies that are nondeserving."""
20120514051242Z,"""Casa to say you are not that bright is to say a bear s hits in the woods and liberals dont have the intelligence that god gave to animals."""
20120620113944Z,"""We take it you are an atheist then?"""
20120528181147Z,"""Sounds like your mother."""
20120609234503Z,"""I am proud to be your friend, Denny... Tanks..."""
20120527180605Z,"""Catholic majority countries do the same thing, Priest routinely rape little boys and then cover it up. Whistleblowers are cast out or sometimes arrested."""
20120528231214Z,"""probably throw his elbow out swinging it like a  pussie he is."""
,"""As a preface, I'm sure we can 'cut' some money out of the defense budget....however, why is it that the marxist party ALWAYS goes after the defense budget first, weakening it to where the repubs have to come in and fix the problems of readiness, they ALWAYS, with the exception of JFK raise taxes, weakening the economy and never can find anything else to economize in the budget. Serial stupidity and dishonesty, thy banner is the ass, er....donkey"""
20120610041402Z,"""By your reply, you did not learn much in the Navy. He is our commander-in-chief. My brothers served in vietnam, my bio dad and adopted dad in WWII, they came from all sides of the political spectrum and they respected the president. Did they agree with him always? NO, but they respected the office. We hear all the time that the vet fought for our freedom. Part of the freedom is to elect our president and other officials. Aparently you didn't learn about that in the Navy. At least this President is trying to get benefits for our vets, something the republican party is all for cutting, so they can buy the next obsolete toy for the DOD."""
20120515155759Z,"""You are as naive as a teen-age girl."""
20120610100807Z,"""Well, Kris, you might just be surprised. Can you say Reagan Democrats? ROMNEY has a grasp of reality and the ECONOMY and the real world business experience to know what is needed to pull America out of the ditch and back on the highway of economic growth and lowering the national debt of which Obama has contributed more in 3 1/2 years than GW Bush did in 8 years. Unemployment is over 8% and GDP is less than 2% and Obama says the economy is doing just fine. He is in way over his head...it's called the Peter Principle. (and no, that's not a dirty word...look it up)."""
20120529003615Z,"""Are you kidding me? One ATM on ELM near the hardware store just raised their fee to $3. This is exactly like the life of a troubled boxer.\xa0\n\nIn fact, to take the analogy a bit further and make it even more relevant--so hopefully you'll see the connection--My Internet connection speed wasn't fast enough to stream Arrested Development in HD!"""
20120610050412Z,"""Which race needs to put another race down in order to feel better about themselves?  \nWhich race lies in the history books to make themselves look good? \nWhich race act as if they founded America?\nWhich race is little boys not safe around?\nWhich race can be seen through out history being hateful and killing people?\nWhich race was so hateful that they bombed a church killing 4 little girls?\nWhich race lynched thousands of blacks and never spent a day in jail?"""
20120619203432Z,"""Your filthy mouth says much about you\nand even more about those who raised you. \xa0\n\nYOU'RE A FILTHY PIG............"""
20120529003304Z,"""Finally, a PAC record that will never be taken away...a 6-8 bowl team  bwa bwa bwahahahahaha"""
20120502225534Z,"""I know. I come here to tell you that you are a...piece of...shit."""
20120529144029Z,"""And you think I care about YOUR opinion?! WHO GIVES A FUUUUUCK!!!"""
,"""@we r all husseins They are not the engineers. They are the whores of the greedy bastard engineers."""
,"""iammoe do you want to start a conversation on the liberal vs conservative brain? I have an interesting read for you coming from the journal of psychology.\\n\\n""Liberal Brains Bigger in Areas of Problem Solving and Complexity; Conservative Brains Bigger in Areas of Fear""\\n\\nWASHINGTON (AFP) April 2011 \\xe2\\x80\\x94 Everyone knows that liberals and conservatives bang heads when it comes to world views, but scientists have now shown that their brains are actually built differently.\\n\\n\\nLiberals have more gray matter in a part of the brain associated with understanding complexity, while the conservative brain is bigger in the section related to processing fear, said the study on Thursday in Current Biology.\\n\\n""We found that greater liberalism was associated with increased gray matter volume in the anterior cingulate cortex, whereas greater conservatism was associated with increased volume of the right amygdala,"" the study said.\\n\\nOther research has shown greater brain activity in those areas, according to which political views a person holds, but this is the first study to show a physical difference in size in the same regions.""\\n\\nhttp://www.google.com/hostednews/afp/article/ALeqM5iISI7ifh-AjUE3ejyC1wQmwFrMFw?docId=CNG.61c886c438708471a9f4ea23070fa70c.3a1\\n\\xc2\\xa0"""
20120514050426Z,"""i wanna try it, i like quinoa for the texture and the fat that it is tasteless unless you add to it, so it could be wicked good right?"""
20120611060204Z,"""yeah you pussy with your team jordan track jacket on...weak ass lightskin nigga"""
20120320205137Z,"""fuck off bitch, stop the fucking spam this is a fucking lie and you people are fucking retarded.\nwork done here."""
20120620153036Z,"""Why don't you go take yourself deep loser"""
20120611204135Z,"""You can OD on water so I guess marijuana is better for you than water. That is the logic you are using...if it CAN kill you then marijuana is better. Not sure that is the criteria used when determining what is ok for a breast-feeding mom to put in her body."""
20120529061440Z,"""Lebron isnt weak he just doesnt hit free throws down the stretch, close out games, passes up the last shot and if he isnt up by 10 or more with 3mins left they lose he is considered the best reg season player but playoffs belong to kd and kobe every year"""
20120320131302Z,"""wow. you are incredibly stupid."""
20120528033727Z,"""put your weak azz handle up first beetch"""
,"""You would be the one to know that. But I dont think the color of the cock matters to you as long as you have cock you sick aids infected sodomite. They should charge a cum guzzler like you more for healthcare. the actuary tables prove that your lifestyle choice is a deadly one. """
,"""@jwp1983 Hadn't thought of that one, but I see it. """
,"""We need ""Judge Dred"" type of law\\xc2\\xa0enforcement... Your guilt!!!\\xc2\\xa0punishment! death... \\xc2\\xa0bang.. simple\\xc2\\xa0\\xc2\\xa0\\xc2\\xa0"""
20120530031638Z,"""BRUINS!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
,"""THIS IS NOW A LOSING ISSUE FOR YOU BAGGERS............ GOP 2012 CHICKEN LITTLE/CHICKEN HAWK\\n\\xc2\\xa0\\nhttp://www.gallup.com/poll/147662/first-time-majority-americans-favor-legal-gay-marriage.aspx\\n\\xc2\\xa0\\nPRINCETON, NJ -- For the first time in Gallup's tracking of the issue, a majority of Americans (53%) believe same-sex marriage should be recognized by the law as valid, with the same rights as traditional marriages. The increase since last year came exclusively among political independents and Democrats. Republicans' views did not change.\\n"""
20120528194354Z,"""Referring to rule #11: \nI have a TV set at home, however, we do not watch any TV. Really! We use it to play the movies we choose, from time to time. I must admit that we use computers and Internet more often, but still, sport has the highest priority. I dare say that my kids are happy. Only from time to time I must answer my son's questions like this: ""Dad, what is PS3? My schoolmates are always talking about that..."" \nAs you said: living your lifes or pretending to do so - the choice is yours!"""
20120529031348Z,"""Because he sucks.. He is no longer the Truth...\nMore like the TRASH"""
20120610062624Z,"""I'm so fucking sick of seeing ""this guy should be Christian Grey!!!!!!"" everywhere. 50 shades is the worst book I've ever read. horrible writing, the sex wasn't even hot. ugh."""
20120320205145Z,"""looks like more Obama nut juice on your face punk"""
20120530144311Z,"""Clarke's fantastic - big beast, hard hitting, eminently sensible on all the major issues.\n\n(Much as the far right keep willing all things European to fail, the fact remains that we're doing just fine thanks, and you're not going to drag our rights away from us)"""
20120609165549Z,"""oh my f*cking God! i can't wait for their come back stage!!!"""
20120619222525Z,"""Everything is you white folks\xa0fault now deal with it punk or do something about it."""
20120527194641Z,"""May the best team win this year, because the Bobcats will win it all next year."""
20120611234310Z,"""who wants me to fuck them so hard that cum will cum out of there face"""
20120612003351Z,"""You're a dumb turd...other than that, have a nice evening.\xa0 ;)"""
20120529103229Z,"""you seem to be the one with the ""rage"" there grandad.Jesus why dont you chill out for once,maybe you really are too old to be on here.\n\n""RJ SADLER has A 2ND account as DOC MADDEN""\nHe's also nearly 50yrs old ..so be careful kids!!"""
20120619182351Z,"""UR  ALL PENIS SUCKERS"""
20120620052243Z,"""Despite the fact that I agree with you about this particular\xa0 topic, people like you don't go far with that attitude of never-giving-a-fuck-about-other-opinions-or-points-of-view and thinking they are always right."""
20120620070629Z,"""Can we see a picture of you? Are a stunning model? Doubt it very much. Your probably some fat troll sitting on their ass at their computer eating junk food."""
20120620141858Z,"""When President George W. Bush choked on a pretzel, our lefties were cheering for the pretzel."""
,"""I laugh at women like this, the audacious to stand there and actually accept this as normal, give women such a bad name. being 21 that doesn't drive, and been unemployed a month now, having nothing but personality to offer someone i am glad I have what I have! and lets be honest, she is not a looker is she."""
20120611030552Z,"""how can you call\xa0African\xa0Americans\xa0and white\xa0Americans\xa0stupid??..and we are not shown the so called ""expensive"" clothes they wear..i mean it's not our fucking fault..i mean shit all i see on t.v. and the internet is what i see!!!..it's not our fault..and also it's not that fucking\xa0serious!!"""
,"""\\xc2\\xa0revolt_today, being gay is biological, that is a FACT.\\xc2\\xa0 There have also been multiple studies that show there is a genetic link to being gay.\\xc2\\xa0 \\n\\nYou are born with your gender preference.\\xc2\\xa0 """
20120612033038Z,"""lol I told you already if you actually read I amnot a birther and romney is not hid anything unlike Obama"""
20120611175620Z,"""Just for the record ""Tingles"" is not a centrist."""
,"""@Blaine Jungwirth someone has a case of puppy love *ba dum pssshhhhhhhh*"""
20120529172316Z,"""Prove your AMERICAN and you can vote all you want.\xa0\n\n\nGet it?"""
20120529020515Z,"""What is your problem AW"""
20120528224736Z,"""Which conference has the best football graduation %  SEC or the PAC 12?????"""
20120610080925Z,"""i live with my dad asshole!!! i anal fuked the shit out of you r mom and your sisters, and made them cry in the process."""
20120609175803Z,"""Ha ha fuck u Wenger, fuck u Gooners."""
20120619185555Z,"""Alan West as VP won't help Republicans with the race card. The reason is that to the left, West is just a WHITE black man. Just like Zimmerman is a WHITE hispanic. You can't be an oppressed person unless you are a liberal, then all the entitlements flow."""
20120618224400Z,"""Much like you and some others on this site.  You are  a hypocrite little girl."""
20120612105217Z,"""you are a frightened infant who never saw combat. What a young little punk!"""
20120610122314Z,"""I clicked ""reply"". The comment ended up in the right place.\nAfter reloading the page, they had moved.\n\nDisqus is broken."""
20120515074952Z,"""i want to fuck your face"""
,"""Here is my jock strap... I'll hike it, you suck it_douchebag."""
20120620163043Z,"""Sadly its not just NJ. The whole visa system is rotten from head to toe, and hopelessly broken. There just arent enough people out there to investigate all the complaints and abuses that are so prevalent in the visa system, and so it has become a place of widespread fraud, abuse, dehumanization and exploitation. Sadder still is that companies dont realize that when they hire visa holders that they are helping to contribute to the problem. NJ just so happens to have stumbled across the tip of the iceberg."""
20120620072605Z,"""You need help for your obsession and you need it STAT. These blogs are going to make you cringe when you realize how sick you are."""
,"""@SammyThunderer Im just saying, we could have done nothing, lost Kristic during the lockout, lost jeff green to heart surgery, and been much worse off.... Presti has a hot tub time machine"""
,"""If you dont want a baby then DONT GET PREGNANT!!! Its really very simple (except in rape cases) you have the CHOICE to keep your legs closed!! YOU SHOULD NOT HAVE THe RIGHT OR CHOICE\\xc2\\xa0TO TAKE A LIFE!!! Everyone knows what sex leads to and if you take a chance and have sex and the birth control you have chosen fails its not the fault of the child...Its YOUR fault for having sex!!"""
20120529194732Z,"""You're not impressing anyone. Just making a fool of yourself."""
,"""That mean old beast is best described  The Arizona Totem Pole, because it looks like her face is carved from wood."""
20120610162824Z,""""" Oh shit there's more ! "" Fucking perfection lmao !"""
20120529182110Z,"""Which word are they having trouble with? or is it the numbers?"""
20120611131005Z,"""you are an idiot"""
20120529233742Z,"""Judge not others, lest you be judged."""
,"""YALL ACTIN LIKE I PUT THIS ON HERE. HAHA NIGGAS SOUND MAD CAUSE THEY KNEW ABOUT IT 10 YEARS AGO BUT NEVER THOUGHT TO MAKE A VIDEO FOR IT. DONT BE MAD AT ME MAN.\\n\\nTHERE IS SOMETHING BEHIND THIS ""SIGIL"" CODE, BUT YALL TO STUPID TO SEE AND READ.\\n\\nSTICK U WATCHIN MUSIC VIDEOS ALL YOUR LIFE AND TALKING ABOUT PEOPLE. SEEMS LIKE ALOT OF YALL R GOOD AT THAT"""
,"""Pervs everywhere demanding rights for their brand of abomination, once we\\xc2\\xa0condone and support\\xc2\\xa0perversion, how can anyone expect to control it or limit it?\\xc2\\xa0 the minute this lunacy becomes law, the ""community activists"" will go to work, funding it\\'s spread with your tax dollars.\\xc2\\xa0 Hard to believe?\\xc2\\xa0 Look at welfare.\\xc2\\xa0 Just meant to help the hard up.\\xc2\\xa0 It has now reached the point where freeloaders make more ($37) than the average working/taxpaying stiff ($32K).\\xc2\\xa0\\xc2\\xa0 The gay BS will turn out exactly like this, if we allow it."""
20120529145503Z,"""I broke my ankle in February so I've been recovering from that as I need my left foot to shift.\xa0 I charged the battery on my Virago, cleaned it up, changed the oil and filter, but I've only ridden around the block a few times so far.\xa0 It's scary.\xa0 I don't have a lot of hours riding so I try to be extra careful when I'm out.\xa0 I wear over the ankle shoes, I bought a full face helmet last year and wear as much protective gear as I can, but none of that will help if something hits me head on."""
20120620170745Z,"""Just because an HTC vivid runs like shit doesn't mean other android phones do."""
,"""You seem obsessed with gay sex......seek help"""
20120618221059Z,"""Elective medical procedures like fertility treatments should be covered, as they are under many private plans.  But cosmetic surgery, LASIK eye corrective surgery, cosmetic dentistry..probably not covered."""
20120619175853Z,"""fucker israel"""
,"""@BChamplain@stephen-maturin@margaret horrall@sir t I'm sure you've never had a trusted friend stab you in the back, but it happens. A lot. And it sucks. For example, the guy who was my closest friend for two decades and the best man at my wedding decided to screw my mother over when he borrowed $400 from her, ending our friendship."""
,"""@gregariousred The GOP doesn't listen to what the people want.  They listen to that 1% and the bible."""
20120609230731Z,"""I'd bet anything you are ginormous when fully erect."""
20120611190633Z,"""Barbareschi \xe8 stato rapito da un iPhone?!?!?"""
20120610051059Z,"""kollam.. evanonnum vere oru paniyumille??? nanam kettavan........."""
20120612013514Z,"""Our deepest sympathy to you and your family Katrina. May you find the strength you need in your children, xx"""
20120620181252Z,"""What is fox coming too when they reject your post telling how vile and stupid democrats are."""
20120529141545Z,"""Hey, maybe the RAYS had a plan all along with CC? Sure workin out for the RAYS so far! We got squat, flaaaaant, dirt!"""
20120610051159Z,"""Fuck naman yon :O I don't really like lowriders, geez kung meron lang stock nung G.I. baka yun na talaga binili ko. Maya-maya ako kinakabahan baka mabali wtf >:(\n\nAnd yes haha it's okay, I know how it feels =)))"""
,"""if the Obamamites wish to believe the economy is getting better I think we need to have an inspector general to look into fast & furious, Solyndra, China Gate, and many many other corruption theories Obama is pulling the rug out to try to get re-elected ask yourself with trillions in debt why would he want more time, is this just because greed is addictive and he cannot get enough, so he has to rape more social programs, he has to take more work over seas,is there an end to the\\xc2\\xa0Illinois, shade down of America,\\xc2\\xa0\\xc2\\xa0"""
20120527233351Z,"""You seem to forget the past three years.\n\nBush is back home in Texas and is no longer President."""
20120619131502Z,"""Oh shit I only read half the article, my bad.\nFor a moment I though Korean media was making shit again with 2PM like the last time."""
,"""Being is gay is already legal. So says the majority. """
20120502172016Z,"""your comments are always gay, writing in all caps is gay, your picture is gay, you are a puss.   you can say whatever you want there's a reason why the only person every liking your comments is yourself."""
,"""How come Washington wasn't much of a story on here?  Does Fox News not like delivery bad news to the readers?\\n\\nOne by one each state is recognizing gay marriage.  There is nothing anti-gay bigots can do about it."""
20120620033127Z,"""I spilled details about her riding my dick?\n\nAnd what I said is my woman wouldn't let him sniff her panties when he said he wanted to fuck."""
20120610123341Z,"""You're defending that racist Killerman who acted as judge and jury.   You suck at his.   Go fuck yourself."""
20120529050116Z,"""Anyone that truly thinks the Celtics can beat the Heat needs to get their head checked."""
20120619014327Z,"""In a country with little-to-no building codes, and ample disposable manpower; would I step foot in that catastrophe-waiting-to-happen?\r\nOh.  \r\nHell. \r\nFucking.  \r\nNo.  \r\nWay."""
20120610065355Z,"""mmmm....you better learn to live with us!\xa0\nWe will be the majority, white trash. Or you can go back to your foggy land of the retard royality."""
20120619210023Z,"""I wonder how bo feels when no one bows for him...idiot president we have.."""
20120619234517Z,"""If you have any of the other you are all."""
,"""Well done Cameron!  About blooming time!   I wonder how many scroungers there are that have been  receiving these benefits for donkey's years simply because they don't want to work?"""
20120530023531Z,"""no.\xa0\nYou are beautiful!\n:)"""
20120620143617Z,"""Oh, you are such an idiot.....you just confirmed that you can't read...dumb@rse!"""
,"""so your a liar then"""
20120610135803Z,"""'I play a lot of games where I just get into the flow of combat and it's  getting good then, boom, cutscene. I'm like, 'Fuck you, get back to the  gameplay.' - Cliff B\n\xa0\nMax Payne 3, anybody?"""
,"""Why would you talk about Moses like that? Slap yourself right fucking meow!!"""
,"""\\xc2\\xa0Ah, big difference between them though, he has money...which he pays taxes on...unlike the occutards who suck off the government ti tty.\\n\\nNice try at the spin-spin libby id iot.\\n\\n\\n\\n"""
,"""Gessh, If you're going to debunk myths you can't do it only in the way you want. The Amercian Revolution was based on many different factors, slavery only one of them. Industrialism was also one of them. Many of our founding father's had slaves up until the time that Lincoln set them free.\\n\\nOh... and slavery was the white man putting the black man in the yoke of the plow? Sorry but blacks sold blacks into slavery, that is how the white people got them. But the truth does not end there. Whites and native americans were also slaves. If you are still disillusioned Africa still has a slavery problem with blacks are kidnapping blacks and .... selling them into slavery.\\n\\nBlacks should get over slavery because you are not slaves, you have not been slaves. Those who were slaves, the ones who had a right to be pissed about it are now dead. Move on and concetrate on making the most out of your life that you can.\\n\\nBlacks fighting for America? No I'm not one of those who thought they didn't fight until WW2 but I'm sure that many blacks don't know or refuse to acknowledgs that there were free blacks who fought for the south against the north. \\n\\nI am not racist. \\n\\nBut I am damn tired of someone expecting something because the color of their skin. When I was in high school a black boy came to me and said 'move over'. I replied 'No.' He went and told the vice principal that I wouldn't allow him to sit down because he was black. I only wish I had had the courage to speak up and say that it was because he was rude. Had he asked politely I would have shared my seat.\\n\\nDuring highschool I endure quietly being struck in the back of the head by black girls because I was white. I had to endure vicious teasing from them because I was white. To what civic group to I complain to to get justice for this?\\n\\nI once worked in a video arcade where a young black girl grabbed a moving game and held on to it so that the alarm went off. She must have been four so I crouched down not to over whem her, talked softly and told her the game was ment to be hit with the mallet and she couldn't hold on to the pieces. Her father started screaming at me for correcting his child because she didn't know any better and threated to cause me physical harm. I had to run to my office while his wife tried to pull him away. Of course she didn't know any better that is why i explained how to play the game to her... and you call me racist?\\n\\nI believe that black's still have problems because they don't want to let go of the excuse... 'if something doesn't go my way it must be because I am black'... not that you could have behaved better or worked harder... or just like the rest of us poor white folks... sometimes you just don't get what you want."""
20120527182716Z,"""I am not buying into this much. Indians are missing a ton, got three bad outings against a red hot team."""
20120502084310Z,"""Because the more you shine.. the more d shadows"""
20120619182053Z,"""@Rourke needs to give me a fucking like\xa0how sad is it that this song makes me think of the California Raisins?"""
20120515215646Z,"""Now you are jumping on the bandwagon, because your gravy train may be affected by this childish ass bullshit.\xa0 It is so not sincere you should have apologized when you threw the bottle at Kenya because she would NOT admit to YOU what she said, and when you ran across the table because you were offended at what Jen said to someone who had JUST slapped her!!!\xa0 C'mon now.\xa0 I understand your hurt and beef with Jen but you have taken it to another level that makes you look like a HATER.\xa0 Jen has made you look like a complete fool because she is being a LADY!!!\xa0 Kesha made Tami look like a even bigger fool/bully because she is being a LADY.\xa0 Both you and Tami are making Shaunie look like a BIG PIMP!!!"""
,"""They shouldn't throw eggs at Bentleys.Aim them at the culprit & don't waste them make every shot count."""
20120503005547Z,"""I've had nightmares about that.... you are right."""
,"""IDS is one of a dying breed. Politicians who really try to do what is right and fair. I\\'m sick to death of the lefties harping on about \\'the most vulnerable in society\\', when the people they refer to are really ""the scoungers"" in our society. The government are not trying to put genuine needy people into unfair situations. They are trying to be fair, by not making those in work pay unreasonable amounts to fund those not working. The left know this, but won\\'t admit it because it doesn\\'t suit their agenda. Those who\\'re working deserve a fair deal too.  """
20120620003825Z,"""Really suck isn't the word, when many of our nuclear power plants start melting down, it will literally be hell on earth in the US and we have no one else to blame but our own CORRUPT GOVERNMENT!"""
,"""Great stuff I am so ready to learn! but I wonder how gmail power works when I read much of my mail on iOS devices--do I use a gmail app? or go through a gmail mobile site? I wonder.....will you be addressing this aspect in future videos?  Thanks for what I've seen & learned here thus far!"""
20120529182133Z,"""Thanks cowboy. You can get back to your bashing now because thats about all your good at on this board."""
20120620023449Z,"""colrouge,\n\n\n\nmaybe he should\nrecommend Joan Williams and see if she reciprocates.\n\n\n\nThen he'd have\ntwo friends."""
20120618214228Z,"""GarupPreem\n4:40 PM CDT\nSocialized medicine has never worked, libs. It's failed wherever it's been tried, and had to be rescued with free market reforms.  ++++++++++++++++++++++\n\nThe opposite is true.  Universal Health Care has worked very well every where it is has been implemented. You cannot prove otherwise."""
20120527170627Z,"""Take five minutes to do your own research."""
20120530111950Z,"""you are a mental midget you can't be\xa0 a traitor if you aren't a citizen."""
,"""She had to go to work and she can't take care of her man. This is\\xc2\\xa0safer than gay-bashing."""
20120320111452Z,"""obj fuck u......."""
20120619004807Z,"""2.. being nosey... who should've been interviewed?"""
20120619211419Z,"""Oh heck, you've gone and done it now. Next thing you know Gayle will marshal her flying monkey squadron, fly to England on her broom and tell those UK mormons what to do, her way."""
20120609181837Z,"""Let sleeping dogs lay! If the whole secretary general has no way of contacting his bosses for consultations, then the party is doomed. As Amongi asked, who is the new\xa0chief\xa0whip going to whip? All UPC mps despise Otunnu and his cronies .Anyone associated with Otunu can never be a UPC mp. Ogwal should wave goodbye to his seat come 2016."""
20120528003337Z,"""I wear Gucci, I wear Prada, at the same damn time!"""
20120619055009Z,"""Tell you what. \xa0I can paint that car up something fierce. \xa0I'm thinking an angel on the hood but, like you know, a naked angel with big tits out and all that. \xa0A snake wraps around her but the snake isn't a ""snake"" it's a dragon because dragons are cooler than snakes. \xa0Plus, I can't really draw snakes all that well, especially with magic marker on the hood of a car. \xa0Anyway, there's gonna be clouds and shit and maybe a rainbow but a fucking KICK ASS rainbow. \xa0Not like some of those dumb rainbows with unicorns and shit. \xa0Fuck that. \xa0Maybe some mountains and shit like that, Bob Ross style. \xa0That fucking dude could have made a fortune painting stuff on kick-ass cars. \xa0Anyway, let me know if you want me to drop by and paint and stuff. \xa0\n\n\n\n\nYou have an El Cameo, right? \xa0Cuz that's all I work on."""
20120529051338Z,"""Anyone who says you-know-what is a fucking jerk."""
,"""How many terrorists are in the U.K?, cannot be deported because of their human rights, lets get them out 1st."""
20120529201607Z,"""Rubio has been bought and payed for by the Kochs. You have to be stupid thinking\xa0because\xa0he's latino that he wont crap on you like any other GOP..."""
20120320140712Z,"""You are all disgusting retards. Go to Fox where you are welcome"""
20120612015526Z,"""Please score one more time and then be done with it, NJ. Carter doesn't deserve to have that GWG by his name."""
,"""Churning out more of the same old story with just different cars.... Typical american film people who dont know when to stop milking the cash cow..."""
20120502180924Z,"""Depression is a bastardly bastard.\xa0 It's the worst.\xa0 Glad you're on the move. I've been struggling the past couple of months and am just now getting my shit together.\xa0 It's a hideous time."""
20120618222927Z,"""They want big business to be successful only until they have to pay for that success."""
20120610212310Z,"""I'm The BMF ... who's the bitch now, motherfucker?\n\n:-)"""
20120529215928Z,"""the only thing more embarrassing than the corrupt UN is.......the fact we house them here in the US\n\nthe UN needs to get out of america......they always needed us more than we ever needed them, hey, like all liberals!"""
20120529030328Z,"""Dre WTF are you doing not even close"""
20120502211625Z,"""Megapixel =/= Picture Quality! \nLCD>LED in terms of power comsumption on smartphones.\nColors fidelity LCD>LED you argue about blacks and you forget all the other colors."""
20120610210320Z,"""so i guess you retarded libturds want to ban christmas carols from schools, because you don't believe in Santa. you morons should be baned from breathing."""
20120528043651Z,"""While you were hiding and watching, right?"""
,"""@Eustace Tilley 2.0 So much anger in WATBs.  Must suck to be you."""
20120515102455Z,"""Thank you very much"""
,"""@jakesnake99 @noBjustRyan Jake is stuck in the Bob Whitsett days."""
20120618204333Z,"""you are the biggest idiot ive seen here and ive seen many. you need your medicine and as for your love affair with oddesa girl shes a man! for real a gay man!"""
20120610074724Z,"""3057235903 alley a pussy...florida,nigga dnt fuck wit you woe.."""
20120529031629Z,"""Okay, gbbc, and others here in what is evening on the North American west coast,\nI am off to rest.\n\nGood night, all."""
20120503035628Z,"""Why are you speaking only about China and not about all the countries like China."""
20120612141719Z,"""If that is your talking point you have just displayed your ignorance."""
20120612000009Z,"""nfl,\n\nLet's be fair. The Obama campaign has spent mucho time playing gotcha on Romney.\n\nBoth sides are equally guilty."""
20120529223453Z,"""I do not like the cone of shame."""
,"""The only thing that comes to mind when looking at the slide show and seeing that poor soul lying in broken glass with his legs half blow off is a line from Scar Face:\\n\\n""Look at you now !"" As Tony took out Sosa\\'s terrorist. """
20120611181622Z,"""What about sailors, airmen, Coasties and Marines ;^P"""
20120620180145Z,"""The shrub was desperately stupid and he had greatness thrust upon him, well, great power at least."""
,"""@DF2691 He also continued the meme CPAC was pushing about Occupy: ""The rapes, the murders..."" They want people to think Occupy is run by the Manson Family... and in Breitbart\\\\\\'s addled little brainbox, they probably do! He\\\\\\'ll be on Shammity (radio & TV) Monday, bragging about how he bravely faced the killers down. Anyone want to bet me?\\'"""
20120515230153Z,"""Only if you are."""
20120528194331Z,"""you're more worried than we are about it.&nbsp;<div><br></div><div>GO ND!!!</div>"""
20120620103229Z,"""M\xe1\u0161 ho mal\xfdho kondome"""
20120529055855Z,"""I think he left from embarrassment though."""
20120530095555Z,"""An incompetent\xa0pos that nobody should be burdened with. Start the criminal proceedings"""
,"""joder como os envidio por tener lineas de 50 megas, yo con una de 10 lloraba de alegria, no por descargarme el juego sino porque me vaya bien el internet en general, porque con 2 megas soy una tortuga."""
20120609223003Z,"""why niggas slappin bitches ass nowadays smh we punchin bootys were im from bruh"""
20120620163102Z,"""On March 3 2009, President Obama ridiculed children with disabilities on Jay Leno's program when answering a question about his bowling prowess. Obama said ""It was like Special Olympics"""
20120529182554Z,"""If you pay for those services and you don't have another way to easily get them on your television, XBL gold is not a bad method especially if you already own XBoxes.\n\nI mean.. realistically at most it will cost you $5 a month if you sign up for a whole year. Chances are if you are buying multiple Xboxes simply to use them as media extenders, you aren't going to miss $5 a month.\n\nAlso, if you hunt around a little bit you can save money on your Sub. Amazon, Walmart, Newegg and even Microsoft occasionally have sales on XBL Gold subscriptions. I have my price set @ $40 for the next 3 years. That works out to just over $3 a month. I spend more than that on coffee every day."""
20120620052855Z,"""Hey, you're welcome. I like your writing style. Ummm... when is Part II coming out? It sounds interesting....."""
,"""If your husband is out of work, why don't you have him get back to those 500 candidates about the status of their applications?"""
20120610141848Z,"""I can't stand when people like you bring talking points to the debate, clearly your not in tune with reality! The budget that you say was voted 414-0 is a joke and you should be upset with congress for wasting our tax payer $$."""
20120527234113Z,"""Too serious bro. This is not a medical convention"""
20120609231946Z,""""" we let you in""? Who's we? YOU didn't let anyone in. You are a nobody, you have no say, remember? Nobody that is actually responsible or has a say on who comes and goes shares you're views. That's why ""we"" are here. You are a loser. Don't ever forget or let someone tell you otherwise. End of discussion."""
20120620134247Z,"""You are an idiot"""
20120530040838Z,"""I don't think they actually knew it was a girl. I don't even think they know he has a ""team"" or whatever the fuck you want to call it."""
20120609193649Z,"""Pe: ""Read what I am saying rather than reading who authored it.""\n____________________\n\nWhat?????\xa0 LOL.\n\nPe, we MUST consider the source, which is, sadly, ... you.\xa0 Your record of biased commenetary is so lengthy and so documented it can't be ignored.\n\nWhat's sad is you have transferred your usual TW hate (guess because TW is off this week) to his little niece Cheyenne.\xa0 (Guess all that negative energy has to get directed somewhere.)\xa0\xa0How pathetically sleazoid is that?\n\n*\xa0\xa0\xa0\xa0 *\xa0\xa0\xa0\xa0 *\xa0\xa0\xa0\xa0 *\n\nPrivate to Pe:\xa0 Again, please seek diversity therapy.\xa0 Remember, recognition of the problem is the first step in solving it.\xa0 All the best."""
20120527181513Z,"""I do not think that MartiStapp is as bad as that teacher"""
20120611054925Z,"""is this the first aakar patel article you read? there is a clear pro-pakistan anti-india angle and bias in all of his writing ever, and if you cannot notice that you are a dumb brainless IQ-less idiot. if you do not know about it, then you are an unaware uneducated loudmouth who needs to collect some facts first.\n\ntyroinfinzie ... italian scum"""
20120612032246Z,"""Why even enter if you knew you aren't good with freestylling w/o your notebook,sad thing is lyrically he better than 50% of these bum ass rappers...."""
,"""Anyone know what the Vegas line is on how long it will take Karen Handel to step down from Planned Parenthood to spend more time with her family? Komen miscalculated the fall out from this badly. Great article in the Atlantic that describes the situation: http://www.theatlantic.com/politics/archive/2012/02/top-susan-g-komen-official-resigned-over-planned-parenthood-cave-in/252405/."""
